,0
vm_percent,23.03333333333333
swap_percent,0.5
cpuloadavg_1min,9.720865885416666
cpuloadavg_5min,12.1917724609375
cpu_0,2852.109333333334
cpu_1,2127.6176666666665
cpu_psi_total,665128342.3333334
mem_psi_total,106372648.0
io_psi_total,30474056940.333332
acc,50.60000419616699
prune_config,ln_structured
prune_ratio,0.30000000000000004
model_name,vgg16
batchsz_arg,8
num_workers_arg,2
chipset_name,AMD Ryzen 7 3700X 8-Core Processor
arch,x86_64
l1_size,256 KiB (8 instances)
l2_size,4 MiB (8 instances)
