,0
vm_percent,24.7
swap_percent,0.0
cpuloadavg_1min,16.796874999999996
cpuloadavg_5min,13.785807291666666
cpu_0,3992.990666666667
cpu_1,3811.578666666667
cpu_psi_total,106124594.66666667
mem_psi_total,217134.0
io_psi_total,938712484.3333334
acc,55.000001192092896
prune_config,l1_unstructured
prune_ratio,0.30000000000000004
model_name,alexnet
batchsz_arg,64
num_workers_arg,2
chipset_name,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz
arch,x86_64
l1_size,192 KiB (6 instances)
l2_size,1.5 MiB (6 instances)
